"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
4.189142619E2,6.501285903E1,2.546434084E1,-4.436686816E0,1.389999986E0,3.829999924E1,3.790092468E0,3.380587339E0
4.199118240E2,6.501286757E1,2.546435714E1,-4.620709938E0,1.440000057E0,3.440000153E1,3.790092468E0,3.496462345E0
4.209120964E2,6.501287727E1,2.546437394E1,-4.415939525E0,1.450000048E0,3.790000153E1,3.790092468E0,3.427174330E0
4.219121311E2,6.501288794E1,2.546439130E1,-4.559619152E0,1.460000038E0,3.640000153E1,3.790092468E0,3.406831264E0
4.229130935E2,6.501289881E1,2.546440964E1,-4.319631793E0,1.480000019E0,3.479999924E1,3.790092468E0,3.103084087E0
4.239158899E2,6.501290945E1,2.546442679E1,-4.435723532E0,1.429999948E0,3.160000038E1,3.790092468E0,3.040936232E0
4.249171040E2,6.501292014E1,2.546444510E1,-4.647152121E0,1.350000024E0,3.550000000E1,3.790092468E0,3.029016495E0
4.259135806E2,6.501293108E1,2.546446010E1,-5.002746081E0,1.409999967E0,3.000000000E1,3.790092468E0,3.145472050E0
4.269125635E2,6.501294081E1,2.546447622E1,-4.767458147E0,1.379999995E0,3.350000000E1,3.790092468E0,3.248512268E0
4.279141278E2,6.501295105E1,2.546449089E1,-4.392888286E0,1.399999976E0,3.179999924E1,3.790092468E0,3.259999514E0
4.289142203E2,6.501296116E1,2.546450378E1,-4.329414693E0,1.450000048E0,3.150000000E1,3.790092468E0,3.138549328E0
4.299156409E2,6.501297065E1,2.546452076E1,-4.392588520E0,1.450000048E0,3.879999924E1,3.790092468E0,3.102776766E0
4.309130232E2,6.501298024E1,2.546453788E1,-4.148694503E0,1.370000005E0,3.940000153E1,3.790092468E0,2.928150892E0
4.319126384E2,6.501299203E1,2.546455324E1,-3.756974309E0,1.470000029E0,3.179999924E1,3.790092468E0,3.140775442E0
4.329113617E2,6.501300398E1,2.546457085E1,-4.005573840E0,1.419999957E0,3.150000000E1,3.790092468E0,3.154023409E0
4.339132547E2,6.501301553E1,2.546458776E1,-4.172813403E0,1.460000038E0,2.989999962E1,3.790092468E0,3.190299273E0
4.349142115E2,6.501302568E1,2.546460477E1,-4.278956230E0,1.379999995E0,3.139999962E1,3.790092468E0,3.040498734E0
4.359141234E2,6.501303705E1,2.546461848E1,-4.444486967E0,1.460000038E0,2.760000038E1,3.790092468E0,2.961191654E0
4.369141664E2,6.501304812E1,2.546463243E1,-4.345674309E0,1.450000048E0,3.070000076E1,3.790092468E0,3.047958612E0
4.379131448E2,6.501305869E1,2.546465056E1,-4.223850908E0,1.409999967E0,3.250000000E1,3.790092468E0,3.092198372E0
4.389154583E2,6.501306904E1,2.546466658E1,-4.623634017E0,1.399999976E0,2.950000000E1,3.790092468E0,3.141266823E0
4.399145793E2,6.501307799E1,2.546468824E1,-4.481973316E0,1.389999986E0,4.059999847E1,3.790092468E0,2.948115587E0
4.409132464E2,6.501308683E1,2.546470883E1,-4.729350735E0,1.379999995E0,3.740000153E1,3.790092468E0,3.081976175E0
4.419099066E2,6.501309781E1,2.546472420E1,-4.781844093E0,1.379999995E0,3.229999924E1,3.790092468E0,2.850551605E0
4.429119745E2,6.501310952E1,2.546473805E1,-5.118517526E0,1.450000048E0,3.020000076E1,3.790092468E0,2.622452736E0
4.439143466E2,6.501312319E1,2.546475679E1,-5.145682087E0,1.500000000E0,3.200000000E1,3.790092468E0,2.500000000E0
4.449145626E2,6.501313697E1,2.546478043E1,-5.195673489E0,1.539999962E0,3.259999847E1,3.790092468E0,2.500000000E0
4.459154931E2,6.501315055E1,2.546480422E1,-5.041441170E0,1.490000010E0,3.179999924E1,3.790092468E0,2.500000000E0
4.469140526E2,6.501316319E1,2.546482146E1,-5.224855440E0,1.389999986E0,2.729999924E1,3.790092468E0,2.500000000E0
4.479150809E2,6.501317650E1,2.546483201E1,-4.992804135E0,1.429999948E0,3.050000000E1,3.790092468E0,2.500000000E0
4.489167270E2,6.501318814E1,2.546484733E1,-4.751108294E0,1.409999967E0,3.450000000E1,3.790092468E0,2.500000000E0
4.499137621E2,6.501319873E1,2.546486624E1,-5.074109060E0,1.440000057E0,3.859999847E1,3.790092468E0,2.500000000E0
4.509140110E2,6.501320984E1,2.546488140E1,-5.505173036E0,1.419999957E0,3.089999962E1,3.790092468E0,2.500000000E0
4.519117331E2,6.501321929E1,2.546490236E1,-5.468187866E0,1.470000029E0,3.790000153E1,3.790092468E0,2.500000000E0
4.529150244E2,6.501322862E1,2.546492002E1,-5.789692875E0,1.379999995E0,3.409999847E1,3.790092468E0,2.500000000E0
4.539134006E2,6.501323920E1,2.546493887E1,-5.933189245E0,1.480000019E0,3.220000076E1,3.790092468E0,2.500000000E0
4.549144431E2,6.501324893E1,2.546495635E1,-5.826776939E0,1.389999986E0,3.479999924E1,3.790092468E0,2.500000000E0
4.559141047E2,6.501325991E1,2.546497312E1,-5.421109792E0,1.379999995E0,3.809999847E1,3.790092468E0,2.500000000E0
4.569132863E2,6.501327180E1,2.546499327E1,-5.371308232E0,1.409999967E0,3.359999847E1,3.790092468E0,2.500000000E0
4.579147871E2,6.501328333E1,2.546501365E1,-5.562961594E0,1.399999976E0,3.470000076E1,3.790092468E0,2.500000000E0
4.589150363E2,6.501329369E1,2.546503604E1,-6.014074813E0,1.419999957E0,3.879999924E1,3.790092468E0,2.500000000E0
4.599152887E2,6.501330230E1,2.546506226E1,-6.699867263E0,1.480000019E0,4.209999847E1,3.790092468E0,2.500000000E0
4.609182324E2,6.501331072E1,2.546508572E1,-6.808114670E0,1.429999948E0,3.959999847E1,3.790092468E0,2.500000000E0
4.619116178E2,6.501332036E1,2.546511062E1,-6.713451066E0,1.480000019E0,3.690000153E1,3.790092468E0,2.500000000E0
4.629147657E2,6.501333173E1,2.546513388E1,-7.102308749E0,1.429999948E0,3.740000153E1,3.790092468E0,2.500000000E0
4.639158501E2,6.501334217E1,2.546515199E1,-7.289658875E0,1.409999967E0,3.370000076E1,3.790092468E0,2.500000000E0
4.649148573E2,6.501335205E1,2.546517106E1,-6.968067066E0,1.399999976E0,3.709999847E1,3.790092468E0,2.500000000E0
4.659143925E2,6.501336302E1,2.546519100E1,-6.808554471E0,1.419999957E0,3.640000153E1,3.790092468E0,2.500000000E0
4.669134484E2,6.501337531E1,2.546520588E1,-6.398798602E0,1.389999986E0,3.100000000E1,3.790092468E0,2.500000000E0
4.679132978E2,6.501338781E1,2.546521918E1,-5.767515827E0,1.409999967E0,2.700000000E1,3.790092468E0,2.500000000E0
4.689146721E2,6.501340010E1,2.546523481E1,-5.704744768E0,1.399999976E0,3.129999924E1,3.790092468E0,2.500000000E0
4.699160348E2,6.501341123E1,2.546525402E1,-5.371587265E0,1.389999986E0,3.429999924E1,3.790092468E0,2.500000000E0
4.709143745E2,6.501342250E1,2.546527107E1,-5.477516884E0,1.370000005E0,3.320000076E1,3.790092468E0,2.500000000E0
4.719133270E2,6.501343568E1,2.546528755E1,-6.088024912E0,1.370000005E0,2.920000076E1,3.790092468E0,2.500000000E0
4.729137025E2,6.501344748E1,2.546530360E1,-6.467422823E0,1.429999948E0,3.290000153E1,3.790092468E0,2.500000000E0
4.739154291E2,6.501345982E1,2.546531887E1,-6.304584668E0,1.389999986E0,3.350000000E1,3.790092468E0,2.500000000E0
4.749150550E2,6.501347141E1,2.546533390E1,-6.020713527E0,1.379999995E0,3.390000153E1,3.790092468E0,2.500000000E0
4.759164355E2,6.501348275E1,2.546535147E1,-5.607539130E0,1.409999967E0,3.550000000E1,3.790092468E0,2.500000000E0
4.769142591E2,6.501349250E1,2.546536732E1,-5.753141101E0,1.360000014E0,3.309999847E1,3.790092468E0,2.500000000E0
4.779134428E2,6.501350403E1,2.546538354E1,-5.978089432E0,1.389999986E0,3.290000153E1,3.790092468E0,2.500000000E0
4.789132110E2,6.501351515E1,2.546539748E1,-5.667973070E0,1.399999976E0,3.000000000E1,3.790092468E0,2.500000000E0
4.799151924E2,6.501352534E1,2.546541656E1,-5.569770047E0,1.429999948E0,3.520000076E1,3.790092468E0,2.500000000E0
4.809135288E2,6.501353613E1,2.546543152E1,-5.724893964E0,1.409999967E0,2.960000038E1,3.790092468E0,2.500000000E0
4.819128311E2,6.501354558E1,2.546544776E1,-6.003705020E0,1.440000057E0,3.409999847E1,3.790092468E0,2.500000000E0
4.829143644E2,6.501355450E1,2.546546793E1,-6.015669887E0,1.450000048E0,3.420000076E1,3.790092468E0,2.500000000E0
4.839126172E2,6.501356549E1,2.546548625E1,-5.853593933E0,1.450000048E0,3.170000076E1,3.790092468E0,2.500000000E0
4.849139587E2,6.501357759E1,2.546550872E1,-5.644002237E0,1.490000010E0,3.000000000E1,3.790092468E0,2.500000000E0
4.859139400E2,6.501358842E1,2.546552767E1,-5.684318754E0,1.470000029E0,3.189999962E1,3.790092468E0,2.500000000E0
4.869143325E2,6.501359953E1,2.546554411E1,-5.629451231E0,1.389999986E0,3.089999962E1,3.790092468E0,2.500000000E0
4.879151917E2,6.501361092E1,2.546556465E1,-5.797972193E0,1.440000057E0,3.390000153E1,3.790092468E0,2.500000000E0
4.889163636E2,6.501362257E1,2.546558179E1,-5.714326750E0,1.440000057E0,3.429999924E1,3.790092468E0,2.500000000E0
4.899117317E2,6.501363460E1,2.546559805E1,-5.824285031E0,1.370000005E0,2.989999962E1,3.790092468E0,2.500000000E0
4.909137074E2,6.501364811E1,2.546561646E1,-5.865335033E0,1.440000057E0,3.120000076E1,3.790092468E0,2.500000000E0
4.919146535E2,6.501365956E1,2.546563383E1,-5.781933637E0,1.470000029E0,3.470000076E1,3.790092468E0,2.500000000E0
4.929168483E2,6.501366998E1,2.546564808E1,-6.000961268E0,1.409999967E0,3.039999962E1,3.790092468E0,2.500000000E0
4.939151374E2,6.501368047E1,2.546566588E1,-5.969103661E0,1.379999995E0,3.420000076E1,3.790092468E0,2.500000000E0
4.949129487E2,6.501369255E1,2.546568228E1,-6.296011412E0,1.490000010E0,3.100000000E1,3.790092468E0,2.500000000E0
4.959116647E2,6.501370455E1,2.546569670E1,-6.529199792E0,1.450000048E0,3.150000000E1,3.790092468E0,2.500000000E0
4.969157631E2,6.501371616E1,2.546571464E1,-6.677823561E0,1.480000019E0,2.750000000E1,3.790092468E0,2.500000000E0
4.979140065E2,6.501372875E1,2.546573210E1,-6.587983383E0,1.519999981E0,3.179999924E1,3.790092468E0,2.500000000E0
4.989153405E2,6.501374005E1,2.546575106E1,-6.805027370E0,1.470000029E0,3.459999847E1,3.790092468E0,2.500000000E0
4.999145478E2,6.501375051E1,2.546577240E1,-6.962134339E0,1.529999971E0,3.089999962E1,3.790092468E0,2.500000000E0
5.009115279E2,6.501376031E1,2.546579303E1,-7.086068500E0,1.500000000E0,3.300000000E1,3.790092468E0,2.500000000E0
5.019117289E2,6.501377175E1,2.546581154E1,-7.025646750E0,1.409999967E0,3.300000000E1,3.790092468E0,2.500000000E0
5.029131089E2,6.501378385E1,2.546582745E1,-6.448715430E0,1.440000057E0,2.770000076E1,3.790092468E0,2.500000000E0
5.039159293E2,6.501379722E1,2.546584300E1,-6.211506302E0,1.500000000E0,3.120000076E1,3.790092468E0,2.500000000E0
5.049135143E2,6.501380901E1,2.546586132E1,-5.861320295E0,1.409999967E0,3.629999924E1,3.790092468E0,2.500000000E0
5.059153289E2,6.501381965E1,2.546588451E1,-6.075006789E0,1.389999986E0,3.590000153E1,3.790092468E0,2.500000000E0
5.069131966E2,6.501383055E1,2.546590651E1,-6.040066758E0,1.490000010E0,3.709999847E1,3.790092468E0,2.500000000E0
5.079133823E2,6.501384282E1,2.546592429E1,-5.767822867E0,1.409999967E0,3.320000076E1,3.790092468E0,2.500000000E0
5.089157148E2,6.501385549E1,2.546594105E1,-5.558750589E0,1.460000038E0,3.229999924E1,3.790092468E0,2.500000000E0
5.099153579E2,6.501386758E1,2.546595907E1,-5.724006611E0,1.429999948E0,3.429999924E1,3.790092468E0,2.500000000E0
5.109169482E2,6.501387844E1,2.546597613E1,-5.567271264E0,1.470000029E0,2.929999924E1,3.790092468E0,2.500000000E0
5.119135561E2,6.501389031E1,2.546599015E1,-5.387587303E0,1.500000000E0,2.310000038E1,3.790092468E0,2.500000000E0
5.129253051E2,6.501390169E1,2.546600023E1,-5.017351679E0,1.460000038E0,1.870000076E1,3.790092468E0,2.500000000E0
5.139147394E2,6.501391406E1,2.546600785E1,-4.948569248E0,1.480000019E0,1.150000000E1,3.790092468E0,2.500000000E0
5.149152599E2,6.501392777E1,2.546600576E1,-4.930325136E0,1.440000057E0,2.500000000E0,3.790092468E0,2.500000000E0
5.159149675E2,6.501394150E1,2.546600140E1,-4.792879536E0,1.419999957E0,2.000000030E-1,3.790092468E0,2.500000000E0
5.169151229E2,6.501395435E1,2.546599482E1,-4.782631024E0,1.480000019E0,3.542000122E2,3.790092468E0,2.500000000E0
5.179161898E2,6.501396626E1,2.546598904E1,-5.210736587E0,1.440000057E0,3.487000122E2,3.790092468E0,2.500000000E0
5.189133038E2,6.501397964E1,2.546597794E1,-5.028674638E0,1.490000010E0,3.451000061E2,3.790092468E0,2.500000000E0
5.199135109E2,6.501399328E1,2.546596527E1,-4.683282824E0,1.460000038E0,3.442999878E2,3.790092468E0,2.500000000E0
5.209120524E2,6.501400830E1,2.546595114E1,-3.937684124E0,1.429999948E0,3.457000122E2,3.790092468E0,2.500000000E0
5.219125137E2,6.501402296E1,2.546594098E1,-3.454841349E0,1.490000010E0,3.472000122E2,3.790092468E0,2.500000000E0
5.229136565E2,6.501403705E1,2.546593445E1,-3.616163134E0,1.519999981E0,3.483999939E2,3.790092468E0,2.500000000E0
5.239142302E2,6.501404926E1,2.546592262E1,-3.568439170E0,1.450000048E0,3.405000000E2,3.790092468E0,2.500000000E0
5.249117181E2,6.501406257E1,2.546591421E1,-3.471276904E0,1.429999948E0,3.450000000E2,3.790092468E0,2.500000000E0
5.259147187E2,6.501407550E1,2.546590349E1,-3.485137609E0,1.460000038E0,3.420000000E2,3.790092468E0,2.500000000E0
5.269137345E2,6.501408807E1,2.546588926E1,-3.624486711E0,1.470000029E0,3.350000000E2,3.790092468E0,2.500000000E0
5.279138636E2,6.501410016E1,2.546587448E1,-3.649516820E0,1.480000019E0,3.337000122E2,3.790092468E0,2.500000000E0
5.289138217E2,6.501411266E1,2.546586576E1,-3.643113545E0,1.440000057E0,3.420000000E2,3.790092468E0,2.500000000E0
5.299142062E2,6.501412464E1,2.546585303E1,-4.001456454E0,1.470000029E0,3.367000122E2,3.790092468E0,2.500000000E0
5.309134439E2,6.501413760E1,2.546583945E1,-3.758176264E0,1.409999967E0,3.352999878E2,3.790092468E0,2.500000000E0
5.319129695E2,6.501414909E1,2.546583057E1,-3.525454255E0,1.350000024E0,3.367999878E2,3.790092468E0,2.500000000E0
5.329149448E2,6.501416196E1,2.546581878E1,-3.282906325E0,1.480000019E0,3.383999939E2,3.790092468E0,2.500000000E0
5.339141594E2,6.501417488E1,2.546580615E1,-2.917494705E0,1.480000019E0,3.340000000E2,3.790092468E0,2.500000000E0
5.349166338E2,6.501418480E1,2.546579396E1,-2.884784540E0,1.429999948E0,3.246000061E2,3.790092468E0,2.500000000E0
5.359137159E2,6.501419475E1,2.546577724E1,-2.952904792E0,1.440000057E0,3.231000061E2,3.790092468E0,2.500000000E0
5.369137059E2,6.501420541E1,2.546575923E1,-2.947844257E0,1.460000038E0,3.237999878E2,3.790092468E0,2.500000000E0
5.379160964E2,6.501421539E1,2.546573913E1,-2.635654707E0,1.409999967E0,3.216000061E2,3.790092468E0,2.500000000E0
5.389170960E2,6.501422373E1,2.546571955E1,-2.419350721E0,1.330000043E0,3.133999939E2,3.790092468E0,2.500000000E0
5.399219942E2,6.501423169E1,2.546569650E1,-2.715070766E0,1.409999967E0,3.042999878E2,3.790092468E0,2.500000000E0
5.409127516E2,6.501423796E1,2.546566986E1,-2.959398821E0,1.500000000E0,2.991000061E2,3.790092468E0,2.500000000E0
5.419116635E2,6.501424331E1,2.546564454E1,-2.975515979E0,1.480000019E0,2.987000122E2,3.790092468E0,2.500000000E0
5.429140547E2,6.501425175E1,2.546562226E1,-3.085994454E0,1.480000019E0,3.072000122E2,3.790092468E0,2.500000000E0
5.439141012E2,6.501425815E1,2.546559981E1,-2.965087882E0,1.399999976E0,3.033999939E2,3.790092468E0,2.500000000E0
5.449142460E2,6.501426451E1,2.546557481E1,-2.780949057E0,1.419999957E0,3.020000000E2,3.790092468E0,2.500000000E0
5.459130623E2,6.501427066E1,2.546554943E1,-2.829781371E0,1.419999957E0,2.985000000E2,3.790092468E0,2.500000000E0
5.469134941E2,6.501427800E1,2.546552657E1,-3.066907416E0,1.399999976E0,3.045000000E2,3.790092468E0,2.500000000E0
5.479160165E2,6.501428555E1,2.546549959E1,-3.009050930E0,1.450000048E0,3.017999878E2,3.790092468E0,2.500000000E0
5.489161962E2,6.501429237E1,2.546547261E1,-3.092429516E0,1.490000010E0,2.998999939E2,3.790092468E0,2.500000000E0
5.499133891E2,6.501430171E1,2.546544871E1,-3.155301033E0,1.320000052E0,3.053999939E2,3.790092468E0,2.500000000E0
5.509129823E2,6.501430953E1,2.546541949E1,-3.437898914E0,1.379999995E0,2.997000122E2,3.790092468E0,2.500000000E0
5.519140448E2,6.501431710E1,2.546538921E1,-3.547340038E0,1.429999948E0,3.020000000E2,3.790092468E0,2.500000000E0
5.529149345E2,6.501432502E1,2.546536208E1,-3.489178531E0,1.519999981E0,3.017999878E2,3.790092468E0,2.500000000E0
5.539137680E2,6.501433255E1,2.546533671E1,-3.470262352E0,1.460000038E0,3.021000061E2,3.790092468E0,2.500000000E0
5.549148029E2,6.501433882E1,2.546531214E1,-3.561208914E0,1.409999967E0,3.025000000E2,3.790092468E0,2.500000000E0
5.559139233E2,6.501434641E1,2.546529101E1,-3.580195285E0,1.330000043E0,3.038999939E2,3.790092468E0,2.500000000E0
5.569130187E2,6.501435306E1,2.546526737E1,-3.645934406E0,1.389999986E0,3.032999878E2,3.790092468E0,2.500000000E0
5.579140434E2,6.501436065E1,2.546524552E1,-3.816043877E0,1.419999957E0,3.085000000E2,3.790092468E0,2.500000000E0
5.589142490E2,6.501436818E1,2.546521937E1,-3.920357736E0,1.549999952E0,3.027000122E2,3.790092468E0,2.500000000E0
5.599137530E2,6.501437498E1,2.546519163E1,-3.972181197E0,1.580000043E0,3.002999878E2,3.790092468E0,2.500000000E0
5.609117791E2,6.501438167E1,2.546516716E1,-4.002153793E0,1.419999957E0,3.012999878E2,3.790092468E0,2.500000000E0
5.619112234E2,6.501438875E1,2.546514297E1,-3.851950738E0,1.419999957E0,3.025000000E2,3.790092468E0,2.500000000E0
5.629161055E2,6.501439728E1,2.546511748E1,-3.714077435E0,1.419999957E0,3.031000061E2,3.790092468E0,2.500000000E0
5.639148787E2,6.501440613E1,2.546508948E1,-3.289766448E0,1.389999986E0,3.035000000E2,3.790092468E0,2.500000000E0
5.649157184E2,6.501441469E1,2.546506332E1,-3.142982073E0,1.379999995E0,3.047000122E2,3.790092468E0,2.500000000E0
5.659131243E2,6.501442383E1,2.546503751E1,-2.908063130E0,1.399999976E0,3.086000061E2,3.790092468E0,2.500000000E0
5.669168514E2,6.501443228E1,2.546501128E1,-2.682177156E0,1.360000014E0,3.080000000E2,3.790092468E0,2.500000000E0
5.679170540E2,6.501443975E1,2.546498168E1,-2.853263707E0,1.340000033E0,3.035000000E2,3.790092468E0,2.500000000E0
5.689151650E2,6.501444624E1,2.546495364E1,-3.005245764E0,1.360000014E0,3.002999878E2,3.790092468E0,2.500000000E0
5.699131335E2,6.501445432E1,2.546492401E1,-3.131776887E0,1.470000029E0,3.038999939E2,3.790092468E0,2.500000000E0
5.709130255E2,6.501446285E1,2.546489209E1,-2.905525146E0,1.389999986E0,3.037999878E2,3.790092468E0,2.500000000E0
5.719164374E2,6.501447161E1,2.546486113E1,-2.800855456E0,1.399999976E0,3.060000000E2,3.790092468E0,2.500000000E0
5.729153185E2,6.501447903E1,2.546483131E1,-2.317828235E0,1.370000005E0,3.061000061E2,3.790092468E0,2.500000000E0
5.739137737E2,6.501448666E1,2.546480208E1,-2.657188748E0,1.440000057E0,3.060000000E2,3.790092468E0,2.500000000E0
5.749133192E2,6.501449173E1,2.546477118E1,-2.831387266E0,1.500000000E0,2.967000122E2,3.790092468E0,2.500000000E0
5.759132654E2,6.501449678E1,2.546474359E1,-2.401886807E0,1.440000057E0,2.972000122E2,3.790092468E0,2.500000000E0
5.769151156E2,6.501450359E1,2.546471915E1,-2.465306718E0,1.450000048E0,3.068999939E2,3.790092468E0,2.500000000E0
5.779149397E2,6.501451212E1,2.546469602E1,-2.208048485E0,1.460000038E0,3.132999878E2,3.790092468E0,2.500000000E0
5.789143305E2,6.501452089E1,2.546467559E1,-2.170577746E0,1.409999967E0,3.177999878E2,3.790092468E0,2.500000000E0
5.799207810E2,6.501452977E1,2.546465568E1,-2.216847246E0,1.409999967E0,3.220000000E2,3.790092468E0,2.500000000E0
5.809120232E2,6.501453972E1,2.546463845E1,-2.459406026E0,1.389999986E0,3.257999878E2,3.790092468E0,2.500000000E0
5.819127027E2,6.501454946E1,2.546462200E1,-2.472899728E0,1.379999995E0,3.267000122E2,3.790092468E0,2.500000000E0
5.829161458E2,6.501456028E1,2.546460396E1,-2.587895425E0,1.389999986E0,3.248999939E2,3.790092468E0,2.500000000E0
5.839132489E2,6.501457252E1,2.546458914E1,-2.763682450E0,1.419999957E0,3.341000061E2,3.790092468E0,2.500000000E0
5.849139640E2,6.501458538E1,2.546457714E1,-2.603898221E0,1.470000029E0,3.407999878E2,3.790092468E0,2.500000000E0
5.859168546E2,6.501459661E1,2.546456411E1,-2.909811682E0,1.460000038E0,3.401000061E2,3.790092468E0,2.500000000E0
5.869145276E2,6.501460908E1,2.546456068E1,-2.916469553E0,1.360000014E0,3.528999939E2,3.790092468E0,2.500000000E0
5.879143497E2,6.501462075E1,2.546455635E1,-3.054169663E0,1.279999971E0,3.531000061E2,3.790092468E0,2.500000000E0
5.889132950E2,6.501463379E1,2.546455776E1,-3.079443125E0,1.340000033E0,3.599999905E0,3.790092468E0,2.500000000E0
5.899130633E2,6.501464752E1,2.546455765E1,-3.117778487E0,1.419999957E0,4.400000095E0,3.790092468E0,2.500000000E0
5.909150553E2,6.501466107E1,2.546455620E1,-3.133530868E0,1.460000038E0,2.400000095E0,3.790092468E0,2.500000000E0
5.919135288E2,6.501467412E1,2.546455247E1,-3.250113301E0,1.460000038E0,3.575000000E2,3.790092468E0,2.500000000E0
5.929150717E2,6.501468717E1,2.546454714E1,-3.332882373E0,1.519999981E0,3.531000061E2,3.790092468E0,2.500000000E0
5.939146474E2,6.501469985E1,2.546454105E1,-3.469057120E0,1.450000048E0,3.492000122E2,3.790092468E0,2.500000000E0
5.949140244E2,6.501471246E1,2.546453318E1,-3.783576696E0,1.490000010E0,3.486000061E2,3.790092468E0,2.500000000E0
5.959204293E2,6.501472441E1,2.546452017E1,-3.722425004E0,1.549999952E0,3.358999939E2,3.790092468E0,2.500000000E0
5.969148288E2,6.501473512E1,2.546450038E1,-3.678912489E0,1.470000029E0,3.261000061E2,3.790092468E0,2.500000000E0
5.979187393E2,6.501474522E1,2.546447626E1,-3.692712065E0,1.539999962E0,3.165000000E2,3.790092468E0,2.500000000E0
5.989147836E2,6.501475447E1,2.546445233E1,-3.611967845E0,1.500000000E0,3.127999878E2,3.790092468E0,2.500000000E0
5.999142552E2,6.501476314E1,2.546442752E1,-3.293369461E0,1.490000010E0,3.078999939E2,3.790092468E0,2.500000000E0
6.009109794E2,6.501477180E1,2.546440478E1,-3.298379323E0,1.470000029E0,3.082000122E2,3.790092468E0,2.500000000E0
6.019128463E2,6.501477982E1,2.546438028E1,-3.259382719E0,1.429999948E0,3.045000000E2,3.790092468E0,2.500000000E0
6.029152593E2,6.501478710E1,2.546435463E1,-3.327868824E0,1.389999986E0,3.025000000E2,3.790092468E0,2.500000000E0
6.039144309E2,6.501479511E1,2.546432985E1,-3.308525558E0,1.419999957E0,3.077000122E2,3.790092468E0,2.500000000E0
6.049137114E2,6.501480268E1,2.546430577E1,-3.757443790E0,1.350000024E0,3.070000000E2,3.790092468E0,2.500000000E0
6.059131132E2,6.501480999E1,2.546428257E1,-3.856996625E0,1.330000043E0,3.032999878E2,3.790092468E0,2.500000000E0
6.069137044E2,6.501481776E1,2.546425573E1,-3.661811132E0,1.450000048E0,3.045000000E2,3.790092468E0,2.500000000E0
6.079156425E2,6.501482532E1,2.546422872E1,-3.225292562E0,1.399999976E0,3.047999878E2,3.790092468E0,2.500000000E0
6.089167226E2,6.501483223E1,2.546419869E1,-3.404313514E0,1.429999948E0,3.008999939E2,3.790092468E0,2.500000000E0
6.099153621E2,6.501483933E1,2.546416953E1,-3.116476565E0,1.419999957E0,3.030000000E2,3.790092468E0,2.500000000E0
6.109138797E2,6.501484521E1,2.546414294E1,-2.818446090E0,1.409999967E0,3.032000122E2,3.790092468E0,2.500000000E0
6.119135979E2,6.501485227E1,2.546411432E1,-2.880157427E0,1.419999957E0,3.003999939E2,3.790092468E0,2.500000000E0
6.129151287E2,6.501485754E1,2.546408644E1,-2.857456401E0,1.360000014E0,2.947000122E2,3.790092468E0,2.500000000E0
6.139141942E2,6.501486435E1,2.546406074E1,-2.711647900E0,1.350000024E0,3.012999878E2,3.790092468E0,2.500000000E0
6.149150080E2,6.501487081E1,2.546403508E1,-2.794232815E0,1.360000014E0,3.028999939E2,3.790092468E0,2.500000000E0
6.159147696E2,6.501487708E1,2.546400920E1,-2.665269823E0,1.350000024E0,3.026000061E2,3.790092468E0,2.500000000E0
6.169139195E2,6.501488327E1,2.546398190E1,-2.733084247E0,1.389999986E0,3.008999939E2,3.790092468E0,2.500000000E0
6.179156405E2,6.501488922E1,2.546395435E1,-2.744807288E0,1.440000057E0,3.006000061E2,3.790092468E0,2.500000000E0
6.189147878E2,6.501489643E1,2.546392825E1,-2.950561471E0,1.429999948E0,3.037999878E2,3.790092468E0,2.500000000E0
6.199147958E2,6.501490293E1,2.546390265E1,-2.874027747E0,1.429999948E0,3.027999878E2,3.790092468E0,2.500000000E0
6.209123517E2,6.501491023E1,2.546387970E1,-2.845406736E0,1.399999976E0,3.053999939E2,3.790092468E0,2.500000000E0
6.219129200E2,6.501491743E1,2.546385736E1,-2.481275388E0,1.360000014E0,3.051000061E2,3.790092468E0,2.500000000E0
6.229149456E2,6.501492341E1,2.546383346E1,-2.591264779E0,1.409999967E0,3.026000061E2,3.790092468E0,2.500000000E0
6.239141906E2,6.501493033E1,2.546381119E1,-2.523336932E0,1.340000033E0,3.051000061E2,3.790092468E0,2.500000000E0
6.249125567E2,6.501493621E1,2.546378489E1,-2.837366987E0,1.470000029E0,2.976000061E2,3.790092468E0,2.500000000E0
6.259141015E2,6.501494220E1,2.546375916E1,-2.958892159E0,1.440000057E0,2.983999939E2,3.790092468E0,2.518584490E0
6.269149193E2,6.501494893E1,2.546373475E1,-2.915134318E0,1.440000057E0,3.002999878E2,3.790092468E0,2.505729914E0
6.279144530E2,6.501495570E1,2.546371116E1,-2.948402800E0,1.440000057E0,3.022000122E2,3.790092468E0,2.525387049E0
6.289164367E2,6.501496252E1,2.546368627E1,-2.684002939E0,1.490000010E0,3.031000061E2,3.790092468E0,2.542697430E0
6.299141243E2,6.501496896E1,2.546366288E1,-2.559861612E0,1.360000014E0,3.038999939E2,3.790092468E0,2.543271780E0
6.309133836E2,6.501497532E1,2.546364129E1,-2.345082916E0,1.379999995E0,3.060000000E2,3.790092468E0,2.580949545E0
6.319142059E2,6.501498210E1,2.546361598E1,-2.498163540E0,1.429999948E0,3.036000061E2,3.790092468E0,2.584498405E0
